nickname,age,height,partidas_jogadas,distancia_total_m,aceleracao_maxima_ms2,aceleracao_media_positiva_ms2,hsr_count,sprint_count,alta_aceleracao_count,aceleracao_explosiva_count,player_id,team_name,distancia_total_m_por_partida,hsr_count_por_partida,sprint_count_por_partida,alta_aceleracao_count_por_partida,aceleracao_explosiva_count_por_partida,cluster
Luiz Araújo,27,175.0,20,4430.11,26.58,2.42,0.0,0.0,4.5,7.35,3963,Flamengo,221.50549999999998,0.0,0.0,0.225,0.3675,1
Gerson,26,184.0,32,9125.03,24.77,2.22,0.0,0.0,14.19,16.94,3981,Flamengo,285.1571875,0.0,0.0,0.4434375,0.529375,1
Everton,27,174.0,32,5852.72,24.2,2.42,0.0,0.0,10.16,11.25,8006,Flamengo,182.8975,0.0,0.0,0.3175,0.3515625,1
Pedro,26,185.0,34,6658.62,25.36,2.31,0.0,0.0,8.79,9.62,13830,Flamengo,195.84176470588235,0.0,0.0,0.25852941176470584,0.2829411764705882,1
Everton Ribeiro,34,174.0,30,5518.28,23.82,2.21,0.0,0.0,8.83,12.07,13831,Flamengo,183.94266666666667,0.0,0.0,0.29433333333333334,0.4023333333333333,1
Guillermo Varela,30,173.0,4,6337.54,22.82,2.38,0.0,0.0,8.25,9.5,13927,Flamengo,1584.385,0.0,0.0,2.0625,2.375,1
Giorgian De Arrascaeta,29,174.0,27,7277.05,23.83,2.44,0.0,0.0,6.7,8.56,13930,Flamengo,269.52037037037036,0.0,0.0,0.24814814814814815,0.31703703703703706,1
Agustin Rossi,28,193.0,15,5339.4,21.4,1.69,0.0,0.0,2.33,1.0,14338,Flamengo,355.96,0.0,0.0,0.15533333333333335,0.06666666666666667,0
Santos,33,188.0,5,3715.64,21.28,1.12,0.0,0.0,2.0,2.2,16123,Flamengo,743.1279999999999,0.0,0.0,0.4,0.44000000000000006,0
Gabriel Barbosa,26,178.0,25,6236.1,24.48,2.28,0.0,0.0,11.04,13.8,16124,Flamengo,249.44400000000002,0.0,0.0,0.4416,0.552,1
Fabrício Bruno,27,190.0,33,9129.65,24.77,2.18,0.0,0.0,9.85,12.97,16125,Flamengo,276.6560606060606,0.0,0.0,0.29848484848484846,0.39303030303030306,1
Filipe Luís,38,182.0,10,5820.65,24.6,2.29,0.0,0.0,5.6,9.1,16126,Flamengo,582.0649999999999,0.0,0.0,0.5599999999999999,0.9099999999999999,1
Bruno Henrique,32,184.0,28,5776.73,25.42,2.43,0.0,0.0,10.32,11.61,16127,Flamengo,206.3117857142857,0.0,0.0,0.3685714285714286,0.41464285714285715,1
Victor Hugo,19,182.0,29,4618.21,23.44,2.26,0.0,0.0,6.52,7.79,16128,Flamengo,159.24862068965518,0.0,0.0,0.22482758620689652,0.26862068965517244,1
Rodrigo Caio,30,183.0,5,1988.23,21.48,2.34,0.0,0.0,0.8,2.0,16129,Flamengo,397.646,0.0,0.0,0.16,0.4,1
Marinho,32,169.0,4,2591.52,22.76,2.17,0.0,0.0,5.0,5.5,16130,Flamengo,647.88,0.0,0.0,1.25,1.375,1
Matheuzinho,23,171.0,11,5983.78,24.33,2.55,0.0,0.0,5.0,6.45,16131,Flamengo,543.98,0.0,0.0,0.45454545454545453,0.5863636363636364,1
Matheus França,19,184.0,8,4490.63,21.92,2.35,0.0,0.0,4.0,5.75,16132,Flamengo,561.32875,0.0,0.0,0.5,0.71875,1
Erick Pulgar,29,187.0,24,9601.37,25.33,2.22,0.0,0.0,11.42,18.46,16135,Flamengo,400.05708333333337,0.0,0.0,0.47583333333333333,0.7691666666666667,1
Ayrton Lucas,26,180.0,34,7988.57,24.83,2.31,0.0,0.0,10.09,13.97,16136,Flamengo,234.95794117647057,0.0,0.0,0.29676470588235293,0.4108823529411765,1
Thiago Maia,26,179.0,31,7604.02,23.61,2.22,0.0,0.0,7.84,12.9,16137,Flamengo,245.2909677419355,0.0,0.0,0.2529032258064516,0.4161290322580645,1
Allan,26,172.0,9,6084.33,23.14,2.28,0.0,0.0,6.89,9.33,16704,Flamengo,676.0366666666666,0.0,0.0,0.7655555555555555,1.0366666666666666,1
Pablo,32,188.0,7,6282.1,22.54,2.13,0.0,0.0,6.43,8.57,16716,Flamengo,897.4428571428572,0.0,0.0,0.9185714285714285,1.2242857142857144,1
Léo Pereira,27,189.0,31,8179.63,25.6,2.44,0.0,0.0,4.81,6.16,16735,Flamengo,263.85903225806453,0.0,0.0,0.15516129032258064,0.19870967741935483,1
Matheus Cunha,22,193.0,18,3823.19,22.3,1.18,0.0,0.0,1.72,3.28,16737,Flamengo,212.39944444444444,0.0,0.0,0.09555555555555556,0.1822222222222222,0
Wesley,19,173.0,34,7412.13,23.9,2.54,0.0,0.0,5.71,5.71,18333,Flamengo,218.00382352941176,0.0,0.0,0.16794117647058823,0.16794117647058823,1
Igor,20,179.0,4,2278.18,20.71,2.52,0.0,0.0,1.0,0.5,18359,Flamengo,569.545,0.0,0.0,0.25,0.125,1
Matheus Gonçalves,17,175.0,2,1127.82,17.9,2.09,0.0,0.0,0.0,0.5,18360,Flamengo,563.91,0.0,0.0,0.0,0.25,1
André Luiz,21,185.0,2,1065.26,20.02,2.49,0.0,0.0,2.0,1.0,18620,Flamengo,532.63,0.0,0.0,1.0,0.5,1
Pedrinho,20,177.0,1,2106.24,20.0,2.78,0.0,0.0,0.0,1.0,23509,Flamengo,2106.24,0.0,0.0,0.0,1.0,1
Nicolás Acevedo,24,173.0,29,7113.04,24.81,2.47,0.0,0.0,4.17,5.0,978,Bahia,245.27724137931034,0.0,0.0,0.14379310344827587,0.1724137931034483,1
Kayky,19,172.0,9,4813.52,24.29,2.31,0.0,0.0,8.33,7.78,5959,Bahia,534.8355555555556,0.0,0.0,0.9255555555555556,0.8644444444444445,1
Gilberto,30,181.0,19,9441.07,23.95,2.44,0.0,0.0,11.84,14.53,7997,Bahia,496.8984210526316,0.0,0.0,0.6231578947368421,0.7647368421052632,1
Rafael Ratao,27,183.0,16,4736.04,24.01,2.47,0.0,0.0,8.88,8.88,9862,Bahia,296.0025,0.0,0.0,0.555,0.555,1
Diego Rosa,20,182.0,10,3071.12,22.23,2.33,0.0,0.0,2.4,3.6,11677,Bahia,307.11199999999997,0.0,0.0,0.24,0.36,1
Arthur Sales,20,184.0,8,3246.29,22.84,2.3,0.0,0.0,6.62,7.88,11757,Bahia,405.78625,0.0,0.0,0.8275,0.985,1
Vitor Hugo,32,187.0,25,8069.03,22.72,2.33,0.0,0.0,8.0,8.16,11999,Bahia,322.7612,0.0,0.0,0.32,0.3264,1
Camilo Cándido,28,174.0,17,6647.42,24.22,2.72,0.0,0.0,4.24,5.24,15152,Bahia,391.0247058823529,0.0,0.0,0.24941176470588236,0.30823529411764705,1
Léo Cittadini,29,179.0,6,2601.77,21.92,2.31,0.0,0.0,1.83,4.83,15782,Bahia,433.62833333333333,0.0,0.0,0.305,0.805,1
Ademir,28,172.0,30,5784.3,24.45,2.51,0.0,0.0,5.97,8.0,15806,Bahia,192.81,0.0,0.0,0.19899999999999998,0.26666666666666666,1
Yago Felipe,28,174.0,22,6144.03,24.78,2.51,0.0,0.0,5.55,6.36,16147,Bahia,279.2740909090909,0.0,0.0,0.25227272727272726,0.2890909090909091,1
Marcos Felipe,27,188.0,34,4752.83,21.68,1.42,0.0,0.0,2.47,2.56,18440,Bahia,139.78911764705882,0.0,0.0,0.07264705882352941,0.07529411764705883,0
Claus,28,194.0,1,2698.98,20.14,1.36,0.0,0.0,1.0,1.0,18441,Bahia,2698.98,0.0,0.0,1.0,1.0,0
Danilo Fernandes,35,188.0,1,1515.94,18.78,1.22,0.0,0.0,1.0,0.0,18442,Bahia,1515.94,0.0,0.0,1.0,0.0,0
Kanu,26,186.0,30,9059.65,23.63,2.3,0.0,0.0,8.93,10.1,18443,Bahia,301.98833333333334,0.0,0.0,0.29766666666666663,0.33666666666666667,1
Raul Gustavo,24,189.0,6,4297.18,21.89,2.6,0.0,0.0,6.0,8.33,18444,Bahia,716.1966666666667,0.0,0.0,1.0,1.3883333333333334,1
David Duarte,28,193.0,11,8016.81,22.55,2.17,0.0,0.0,6.73,7.64,18445,Bahia,728.8009090909092,0.0,0.0,0.6118181818181818,0.6945454545454545,1
Marcos Victor,21,184.0,1,875.33,16.18,2.34,0.0,0.0,0.0,0.0,18446,Bahia,875.33,0.0,0.0,0.0,0.0,1
Gabriel Xavier,22,190.0,13,7766.76,22.24,2.45,0.0,0.0,4.46,4.46,18447,Bahia,597.4430769230769,0.0,0.0,0.34307692307692306,0.34307692307692306,1
Jhoanner Chávez,21,182.0,10,6330.95,21.11,2.6,0.0,0.0,6.5,6.5,18448,Bahia,633.095,0.0,0.0,0.65,0.65,1
Matheus Bahia,23,181.0,10,4783.31,20.72,2.79,0.0,0.0,2.3,1.2,18449,Bahia,478.331,0.0,0.0,0.22999999999999998,0.12,1
Ryan Carlos Santos De Sousa,21,172.0,8,6384.56,21.4,2.5,0.0,0.0,1.12,1.25,18450,Bahia,798.07,0.0,0.0,0.14,0.15625,1
Cicinho,34,168.0,13,6123.93,20.91,2.62,0.0,0.0,2.92,2.38,18451,Bahia,471.07153846153847,0.0,0.0,0.2246153846153846,0.18307692307692308,1
Rezende,28,186.0,31,9153.82,25.49,2.36,0.0,0.0,10.94,12.97,18452,Bahia,295.2845161290322,0.0,0.0,0.3529032258064516,0.41838709677419356,1
Danielzinho,27,173.0,5,2180.05,20.93,2.24,0.0,0.0,3.2,3.2,18453,Bahia,436.01000000000005,0.0,0.0,0.64,0.64,1
Thaciano,28,182.0,32,8843.11,25.71,2.51,0.0,0.0,6.25,7.72,18454,Bahia,276.3471875,0.0,0.0,0.1953125,0.24125,1
Patrick Verhon,18,174.0,1,551.56,24.49,2.92,0.0,0.0,0.0,0.0,18455,Bahia,551.56,0.0,0.0,0.0,0.0,1
Cauly Oliveira Souza,27,175.0,29,8462.38,23.32,2.49,0.0,0.0,7.69,8.59,18456,Bahia,291.8062068965517,0.0,0.0,0.26517241379310347,0.2962068965517241,1
Lucas Mugni,31,184.0,15,3126.34,24.89,2.72,0.0,0.0,3.67,4.93,18458,Bahia,208.4226666666667,0.0,0.0,0.24466666666666667,0.32866666666666666,1
Gabriel Teixeira,22,170.0,23,5649.19,24.21,2.55,0.0,0.0,8.04,9.87,18459,Bahia,245.61695652173913,0.0,0.0,0.3495652173913043,0.42913043478260865,1
Vitor Jacaré,23,168.0,16,5232.83,22.88,2.61,0.0,0.0,4.81,4.88,18460,Bahia,327.051875,0.0,0.0,0.300625,0.305,1
Everaldo,32,182.0,31,6786.77,22.17,2.5,0.0,0.0,5.65,6.48,18560,Bahia,218.92806451612904,0.0,0.0,0.18225806451612905,0.20903225806451614,1
André,19,178.0,3,4622.75,22.42,2.65,0.0,0.0,4.33,4.0,18571,Bahia,1540.9166666666667,0.0,0.0,1.4433333333333334,1.3333333333333333,1
Vinicius Mingotti,23,190.0,16,4419.02,24.04,2.44,0.0,0.0,5.81,6.31,18781,Bahia,276.18875,0.0,0.0,0.363125,0.394375,1
Luciano Juba,24,176.0,13,5234.83,21.29,2.74,0.0,0.0,2.77,1.69,23456,Bahia,402.67923076923074,0.0,0.0,0.21307692307692308,0.13,1
Diego Costa,35,186.0,13,4519.06,23.01,2.41,0.0,0.0,5.77,9.23,1395,Botafogo,347.62,0.0,0.0,0.44384615384615383,0.7100000000000001,1
Marcal,34,178.0,22,7985.26,23.66,2.33,0.0,0.0,11.45,15.91,1906,Botafogo,362.96636363636367,0.0,0.0,0.5204545454545454,0.7231818181818181,1
Luis Henrique,21,181.0,34,4771.33,24.9,2.37,0.0,0.0,8.88,12.09,3988,Botafogo,140.33323529411766,0.0,0.0,0.26117647058823534,0.35558823529411765,1
Joao Victor,29,178.0,33,6762.74,26.11,2.34,0.0,0.0,14.24,14.52,5005,Botafogo,204.93151515151516,0.0,0.0,0.4315151515151515,0.44,1
Danilo Barbosa,27,183.0,23,5219.63,23.69,2.21,0.0,0.0,6.91,9.04,7365,Botafogo,226.9404347826087,0.0,0.0,0.30043478260869566,0.39304347826086955,1
Leonel Di Placido,29,176.0,32,7758.85,24.63,2.34,0.0,0.0,10.75,13.41,14526,Botafogo,242.4640625,0.0,0.0,0.3359375,0.4190625,1
Diego Hernández,23,175.0,2,2961.57,22.83,2.47,0.0,0.0,5.0,6.5,15411,Botafogo,1480.785,0.0,0.0,2.5,3.25,1
Mateo Ponte,20,183.0,1,2302.62,21.28,2.54,0.0,0.0,1.0,0.0,15455,Botafogo,2302.62,0.0,0.0,1.0,0.0,1
Júnior Santos,28,188.0,37,6093.64,23.29,2.36,0.0,0.0,8.86,9.81,16185,Botafogo,164.692972972973,0.0,0.0,0.23945945945945946,0.26513513513513515,1
Matías Segovia,20,165.0,21,3754.71,23.0,2.44,0.0,0.0,3.62,8.57,17377,Botafogo,178.7957142857143,0.0,0.0,0.17238095238095238,0.4080952380952381,1
Lucas Perri,25,197.0,38,4358.97,20.94,1.33,0.0,0.0,1.08,1.66,17924,Botafogo,114.70973684210527,0.0,0.0,0.028421052631578948,0.04368421052631579,0
Gatito Fernández,35,191.0,1,1577.38,21.26,0.92,0.0,0.0,0.0,0.0,17925,Botafogo,1577.38,0.0,0.0,0.0,0.0,0
Adryelson,25,184.0,35,8591.65,24.58,2.16,0.0,0.0,8.66,11.11,17928,Botafogo,245.47571428571428,0.0,0.0,0.24742857142857144,0.3174285714285714,1
Luis Segovia,25,182.0,2,4846.8,31.77,2.18,0.0,0.0,8.0,7.5,17929,Botafogo,2423.4,0.0,0.0,4.0,3.75,1
Victor Cuesta,34,187.0,35,9105.68,25.11,2.15,0.0,0.0,9.31,13.43,17930,Botafogo,260.1622857142857,0.0,0.0,0.266,0.38371428571428573,1
Philipe Sampaio,28,191.0,12,4408.63,25.57,2.16,0.0,0.0,2.58,3.25,17931,Botafogo,367.3858333333333,0.0,0.0,0.215,0.2708333333333333,1
Daniel Borges,30,174.0,1,5115.71,23.09,2.71,0.0,0.0,10.0,13.0,17934,Botafogo,5115.71,0.0,0.0,10.0,13.0,2
Marlon Freitas,28,185.0,36,9571.77,25.86,2.15,0.0,0.0,13.33,17.89,17935,Botafogo,265.8825,0.0,0.0,0.37027777777777776,0.49694444444444447,1
Breno,22,177.0,1,1595.51,17.66,2.55,0.0,0.0,2.0,2.0,17936,Botafogo,1595.51,0.0,0.0,2.0,2.0,1
Gabriel Pires,30,187.0,16,6277.21,24.91,2.24,0.0,0.0,17.06,14.56,17938,Botafogo,392.325625,0.0,0.0,1.06625,0.91,1
Tchê Tchê,30,175.0,36,8170.04,24.64,2.17,0.0,0.0,13.58,16.75,17939,Botafogo,226.94555555555556,0.0,0.0,0.37722222222222224,0.4652777777777778,1
Kayque,22,176.0,2,1918.91,23.43,2.14,0.0,0.0,1.5,4.0,17940,Botafogo,959.455,0.0,0.0,0.75,2.0,1
Lucas Piazon,29,182.0,1,2528.34,22.66,2.46,0.0,0.0,6.0,3.0,17941,Botafogo,2528.34,0.0,0.0,6.0,3.0,1
Lucas Fernandes,25,175.0,13,4507.3,22.59,2.4,0.0,0.0,7.23,7.85,17942,Botafogo,346.7153846153846,0.0,0.0,0.5561538461538462,0.6038461538461538,1
Gustavo Sauer,30,181.0,6,4844.7,23.7,2.23,0.0,0.0,4.17,11.17,17944,Botafogo,807.4499999999999,0.0,0.0,0.695,1.8616666666666666,1
Carlos Alberto,21,181.0,15,2633.57,22.33,2.38,0.0,0.0,4.13,5.0,17945,Botafogo,175.57133333333334,0.0,0.0,0.2753333333333333,0.3333333333333333,1
Matheus Nascimento,19,182.0,5,2586.34,22.75,2.49,0.0,0.0,2.8,5.8,17946,Botafogo,517.268,0.0,0.0,0.5599999999999999,1.16,1
Tiquinho Soares,32,187.0,33,7480.88,24.41,2.31,0.0,0.0,8.21,9.97,17947,Botafogo,226.69333333333333,0.0,0.0,0.2487878787878788,0.3021212121212121,1
Hugo,21,175.0,22,6859.75,25.78,2.43,0.0,0.0,8.68,13.23,18080,Botafogo,311.8068181818182,0.0,0.0,0.39454545454545453,0.6013636363636364,1
Rafael,32,172.0,9,5943.01,27.12,2.3,0.0,0.0,5.78,8.67,18105,Botafogo,660.3344444444444,0.0,0.0,0.6422222222222222,0.9633333333333334,1
Carlos Eduardo,33,184.0,34,9135.27,25.09,2.26,0.0,0.0,9.09,17.5,18106,Botafogo,268.6844117647059,0.0,0.0,0.26735294117647057,0.5147058823529411,1
Raí,21,175.0,1,573.01,18.8,2.37,0.0,0.0,0.0,1.0,18380,Botafogo,573.01,0.0,0.0,0.0,1.0,1
Janderson,24,189.0,18,2766.19,23.79,2.51,0.0,0.0,4.22,4.28,18603,Botafogo,153.6772222222222,0.0,0.0,0.23444444444444443,0.23777777777777778,1
JP Galvão,22,184.0,4,5417.69,22.28,2.63,0.0,0.0,3.75,10.5,18835,Botafogo,1354.4225,0.0,0.0,0.9375,2.625,1
Bastos,32,180.0,4,3204.72,25.6,1.96,0.0,0.0,3.0,3.25,24065,Botafogo,801.18,0.0,0.0,0.75,0.8125,1
Newton,23,180.4719562243502,1,1541.03,22.64,2.81,0.0,0.0,0.0,4.0,24481,Botafogo,1541.03,0.0,0.0,0.0,4.0,1
Thiago Santos,33,181.0,16,5529.68,24.0,2.27,0.0,0.0,7.31,8.88,790,Fluminense_FC,345.605,0.0,0.0,0.456875,0.555,1
Marcelo,35,174.0,19,7063.87,25.16,2.21,0.0,0.0,10.74,12.11,1680,Fluminense_FC,371.78263157894736,0.0,0.0,0.5652631578947368,0.6373684210526316,1
Leonardo Fernández,24,166.0,18,4418.47,23.13,2.28,0.0,0.0,6.28,7.56,3335,Fluminense_FC,245.47055555555556,0.0,0.0,0.3488888888888889,0.42,1
Marlon,28,182.0,15,6477.35,23.82,2.17,0.0,0.0,5.73,9.4,8644,Fluminense_FC,431.8233333333334,0.0,0.0,0.382,0.6266666666666667,1
Vitor Eudes,25,194.0,1,5003.15,21.35,1.47,0.0,0.0,3.0,1.0,13603,Fluminense_FC,5003.15,0.0,0.0,3.0,1.0,0
Ganso,33,184.0,27,6821.0,23.4,2.26,0.0,0.0,9.22,10.22,16139,Fluminense_FC,252.62962962962962,0.0,0.0,0.3414814814814815,0.37851851851851853,1
Germán Cano,35,176.0,30,8619.09,25.5,2.21,0.0,0.0,9.63,15.67,16141,Fluminense_FC,287.303,0.0,0.0,0.321,0.5223333333333333,1
Alan,33,178.0,1,4743.29,22.43,1.96,0.0,0.0,8.0,6.0,16144,Fluminense_FC,4743.29,0.0,0.0,8.0,6.0,2
Alexandre Jesus,21,184.0,1,1767.95,20.74,2.64,0.0,0.0,0.0,1.0,16145,Fluminense_FC,1767.95,0.0,0.0,0.0,1.0,1
Samuel Xavier,33,166.0,25,9033.29,24.68,2.27,0.0,0.0,12.12,15.84,16146,Fluminense_FC,361.33160000000004,0.0,0.0,0.48479999999999995,0.6335999999999999,1
Jhon Arias,25,168.0,29,9056.11,23.44,2.36,0.0,0.0,19.28,17.07,16148,Fluminense_FC,312.2796551724138,0.0,0.0,0.6648275862068966,0.5886206896551724,1
Pedro Rangel,23,192.0,2,4556.14,30.3,1.44,0.0,0.0,1.5,1.5,16149,Fluminense_FC,2278.07,0.0,0.0,0.75,0.75,0
Keno,33,174.0,24,7129.45,24.22,2.41,0.0,0.0,13.46,13.17,16150,Fluminense_FC,297.06041666666664,0.0,0.0,0.5608333333333334,0.54875,1
Manoel,33,181.0,6,4910.06,24.14,2.01,0.0,0.0,4.83,7.5,16151,Fluminense_FC,818.3433333333334,0.0,0.0,0.805,1.25,1
Nino,26,188.0,26,8367.15,24.33,2.11,0.0,0.0,7.54,11.5,16154,Fluminense_FC,321.8134615384615,0.0,0.0,0.29,0.4423076923076923,1
Alexsander,19,177.0,19,7367.97,23.82,2.23,0.0,0.0,9.05,13.11,16155,Fluminense_FC,387.78789473684213,0.0,0.0,0.47631578947368425,0.69,1
Giovanni,21,176.0,5,2798.94,22.74,2.08,0.0,0.0,3.2,5.2,16156,Fluminense_FC,559.788,0.0,0.0,0.64,1.04,1
Vitor Mendes,24,186.0,2,5458.2,22.91,2.06,0.0,0.0,15.5,10.5,16157,Fluminense_FC,2729.1,0.0,0.0,7.75,5.25,2
David Braz,36,188.0,18,5120.51,23.44,2.29,0.0,0.0,3.94,5.89,16159,Fluminense_FC,284.47277777777776,0.0,0.0,0.21888888888888888,0.3272222222222222,1
Lima,27,181.0,35,8197.41,25.13,2.38,0.0,0.0,9.46,12.2,16160,Fluminense_FC,234.2117142857143,0.0,0.0,0.2702857142857143,0.34857142857142853,1
Felipe Melo,40,183.0,19,4852.84,23.69,2.09,0.0,0.0,5.11,7.26,16161,Fluminense_FC,255.41263157894738,0.0,0.0,0.26894736842105266,0.3821052631578947,1
André,22,176.0,31,9531.6,24.85,2.18,0.0,0.0,11.29,16.84,16163,Fluminense_FC,307.4709677419355,0.0,0.0,0.3641935483870967,0.5432258064516129,1
Martinelli,21,176.0,28,7683.86,23.56,2.27,0.0,0.0,9.29,14.61,16164,Fluminense_FC,274.4235714285714,0.0,0.0,0.33178571428571424,0.5217857142857143,1
Guga,24,174.0,22,7535.81,27.91,2.34,0.0,0.0,13.05,14.77,16729,Fluminense_FC,342.5368181818182,0.0,0.0,0.5931818181818183,0.6713636363636364,1
Fábio,42,188.0,35,4405.41,21.09,1.34,0.0,0.0,1.29,1.66,16750,Fluminense_FC,125.86885714285714,0.0,0.0,0.03685714285714286,0.047428571428571424,0
Yony González,29,184.0,18,3811.41,22.64,2.44,0.0,0.0,6.89,7.33,16778,Fluminense_FC,211.745,0.0,0.0,0.3827777777777778,0.4072222222222222,1
Gabriel Pirani,21,170.0,9,5011.61,23.11,2.35,0.0,0.0,8.0,9.33,18345,Fluminense_FC,556.8455555555555,0.0,0.0,0.8888888888888888,1.0366666666666666,1
Lele,25,189.0,29,4377.15,24.01,2.39,0.0,0.0,5.55,6.9,18346,Fluminense_FC,150.9362068965517,0.0,0.0,0.19137931034482758,0.23793103448275862,1
John Kennedy,21,181.0,26,5649.53,24.26,2.3,0.0,0.0,7.96,8.85,18347,Fluminense_FC,217.2896153846154,0.0,0.0,0.30615384615384617,0.3403846153846154,1
Danielzinho,27,173.0,12,6019.26,26.09,2.35,0.0,0.0,6.67,9.17,18453,Fluminense_FC,501.605,0.0,0.0,0.5558333333333333,0.7641666666666667,1
Diogo Barbosa,31,179.0,19,6419.47,23.18,2.35,0.0,0.0,7.89,10.58,18471,Fluminense_FC,337.8668421052632,0.0,0.0,0.41526315789473683,0.5568421052631579,1
Isaac,19,180.4719562243502,7,2686.61,24.75,2.54,0.0,0.0,2.0,4.43,18604,Fluminense_FC,383.8014285714286,0.0,0.0,0.2857142857142857,0.6328571428571428,1
Arthur,18,180.4719562243502,2,1864.11,23.48,2.09,0.0,0.0,4.0,5.0,18667,Fluminense_FC,932.055,0.0,0.0,2.0,2.5,1
Felipe Andrade,21,182.0,7,3239.82,21.09,2.35,0.0,0.0,4.57,4.29,19453,Fluminense_FC,462.8314285714286,0.0,0.0,0.6528571428571429,0.6128571428571429,1
Rafael Monteiro,19,173.0,1,536.16,21.2,3.18,0.0,0.0,0.0,0.0,19576,Fluminense_FC,536.16,0.0,0.0,0.0,0.0,1
Lucas Justen,20,185.0,1,6154.16,25.06,2.17,0.0,0.0,5.0,9.0,22090,Fluminense_FC,6154.16,0.0,0.0,5.0,9.0,2
João Neto,20,181.0,3,2263.68,22.57,2.69,0.0,0.0,4.0,4.0,23349,Fluminense_FC,754.56,0.0,0.0,1.3333333333333333,1.3333333333333333,1
Leo Jardim,28,188.0,38,5073.51,21.72,1.55,0.0,0.0,2.68,2.55,3939,Vasco_da_Gama,133.51342105263157,0.0,0.0,0.07052631578947369,0.06710526315789474,0
Dimitri Payet,36,175.0,17,5213.96,22.29,2.55,0.0,0.0,3.12,3.82,3990,Vasco_da_Gama,306.7035294117647,0.0,0.0,0.18352941176470589,0.22470588235294117,1
Robson Bambu,25,186.0,18,7401.05,23.87,2.58,0.0,0.0,1.56,0.89,4034,Vasco_da_Gama,411.1694444444445,0.0,0.0,0.08666666666666667,0.049444444444444444,1
Pedro Raúl,26,193.0,12,7383.1,25.93,2.6,0.0,0.0,1.92,0.58,6575,Vasco_da_Gama,615.2583333333333,0.0,0.0,0.16,0.04833333333333333,1
Sebastian Ferreira,25,180.0,13,3865.91,21.73,2.61,0.0,0.0,1.54,1.23,7541,Vasco_da_Gama,297.3776923076923,0.0,0.0,0.11846153846153847,0.09461538461538462,1
Alex Teixeira,33,173.0,22,5475.84,24.89,2.44,0.0,0.0,3.27,3.0,9174,Vasco_da_Gama,248.9018181818182,0.0,0.0,0.14863636363636365,0.13636363636363635,1
Sergio,28,180.0,9,4113.49,19.86,2.53,0.0,0.0,1.33,1.0,12427,Vasco_da_Gama,457.0544444444444,0.0,0.0,0.14777777777777779,0.1111111111111111,1
Gary Medel,36,171.0,20,8687.0,24.02,2.33,0.0,0.0,5.45,6.15,12735,Vasco_da_Gama,434.35,0.0,0.0,0.2725,0.3075,1
José Luis Rodríguez,26,183.0,31,6803.66,24.73,2.62,0.0,0.0,2.39,2.58,13931,Vasco_da_Gama,219.47290322580645,0.0,0.0,0.07709677419354839,0.0832258064516129,1
Manuel Capasso,27,189.0,9,6068.04,21.91,2.13,0.0,0.0,2.22,3.56,14736,Vasco_da_Gama,674.2266666666667,0.0,0.0,0.2466666666666667,0.39555555555555555,1
Pablo Vegetti,34,187.0,21,8804.08,23.5,2.65,0.0,0.0,3.95,4.14,14846,Vasco_da_Gama,419.2419047619048,0.0,0.0,0.1880952380952381,0.19714285714285712,1
Paulo Henrique,27,175.0,14,6292.9,23.81,2.67,0.0,0.0,6.14,4.93,16741,Vasco_da_Gama,449.49285714285713,0.0,0.0,0.43857142857142856,0.35214285714285715,1
Maicon,35,191.0,16,7927.26,23.15,2.38,0.0,0.0,5.38,5.0,17952,Vasco_da_Gama,495.45375,0.0,0.0,0.33625,0.3125,1
Gabriel Carabajal,32,178.0,6,2568.39,26.32,2.62,0.0,0.0,0.17,0.5,17970,Vasco_da_Gama,428.065,0.0,0.0,0.028333333333333335,0.08333333333333333,1
Rwan Seco,21,187.0,2,2344.29,20.33,3.11,0.0,0.0,0.0,0.0,17977,Vasco_da_Gama,1172.145,0.0,0.0,0.0,0.0,1
Bruno Praxedes,21,186.0,21,7055.77,23.04,2.47,0.0,0.0,5.71,6.62,18025,Vasco_da_Gama,335.98904761904765,0.0,0.0,0.2719047619047619,0.31523809523809526,1
Léo,27,183.0,34,8236.99,24.39,2.48,0.0,0.0,3.15,3.15,18418,Vasco_da_Gama,242.26441176470587,0.0,0.0,0.09264705882352942,0.09264705882352942,1
Miranda,23,181.0,6,6392.25,21.72,2.3,0.0,0.0,2.5,1.83,18419,Vasco_da_Gama,1065.375,0.0,0.0,0.4166666666666667,0.305,1
Zé Vitor,21,192.0,4,3275.34,21.64,2.44,0.0,0.0,1.75,1.0,18420,Vasco_da_Gama,818.835,0.0,0.0,0.4375,0.25,1
Lucas Piton,22,175.0,37,9391.22,23.55,2.64,0.0,0.0,4.54,4.78,18421,Vasco_da_Gama,253.81675675675675,0.0,0.0,0.1227027027027027,0.1291891891891892,1
Gabriel Dias,29,183.0,1,1075.65,22.02,2.9,0.0,0.0,0.0,0.0,18425,Vasco_da_Gama,1075.65,0.0,0.0,0.0,0.0,1
Jair,28,178.0,29,6015.02,22.63,2.55,0.0,0.0,3.41,3.66,18426,Vasco_da_Gama,207.4144827586207,0.0,0.0,0.11758620689655173,0.12620689655172415,1
Zé Gabriel,24,184.0,27,7666.08,22.47,2.48,0.0,0.0,5.96,5.07,18428,Vasco_da_Gama,283.9288888888889,0.0,0.0,0.22074074074074074,0.1877777777777778,1
